"FoodNumber","FoodGroupCode","FoodName","FoodCategory","Base","Units","Description","Dilution","Comment","EdiblePortion","ACAR","ALCO","BCAR","BCRYPT","BIOT","CA","CHO","CHOL","CL","CMON","CN3","CN6","CU","ENGFIB","FAT","FE","FOLT","FRUCT","GLUC","HFE","I","K","KCALS","KJ","LACT","MALT","MG","MILK","MN","NA","NCF","NHFE","NIACEQU","NMILK","OSUG","P","PANTO","PROT","RET","RIBO","SATFA","SE","STAR","SUCR","THIA","TOTCAR","TOTNIT","TOTSUG","TRANS","VITA","VITB12","VITB6","VITC","VITD","VITE","WATER","ZN","Fruit","DriedFruit","FruitJuice","SmoothieFruit","Tomatoes","TomatoPuree","Brassicaceae","YellowRedGreen","Beans","Nuts","OtherVeg","Beef","Lamb","Pork","ProcessRedMeat","OtherRedMeat","Burgers","Sausages","Offal","Poultry","ProcessedPoultry","GameBirds","WhiteFish","OilyFish","CannedTuna","Shellfish","CottageCheese","CheddarCheese","OtherCheese","AllCheese","AllFish","AllMeat","AllAnimal","CO2e","CO2eRef","FoodAisle"
"2304","51A","COFFEE & CHICORY ESSENCE","F","100","Grams"," ","21","mw6 1090_x000D_-updated 25/04/05","1","0","0","0","0","30","30","56","0","85",".05",".05","0",".6","0",".2",".7","4","3.4","2.9","0","5","75","218","931","0","0","39","0",".1","65","6.25",".7","3.2","53.8","0","90",".1","1.6","0",".03",".1","9","2.2","47.5","0","0",".3","53.8","0","0",".4","0","0","0","0","36.9",".5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,21.2,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Coffee"
"2305","50E","COMPLAN","F","100","Grams"," ","4","mw6 1094_x000D_-updated 25/04/05","1","0","0","0","0","50","570","65.2","10","520","6.3",".45","1.05",".53","0","14.8","6.7","170","0",".5","0","61","730","441","1858","37.8","2.8","79","37.8",".61","230","6.25","6.7","10.5","27.4","18.8","470","2.3","15.7","310",".58","6.6","20","0","5.3",".78","0","2.5","65.2","0","310",".7",".6","44","4.4","3.5","3.5","4.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,123.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Other drinks"
"2306","51A","COFFEE FRESH WEAK INFUSION","F","100","Grams"," ","1"," ","1","0","0","0","0","2","2","0","0","2","0","0","0",".01","0","0",".1","0","0","0","0","1","64","0","0","0","0","5","0","0","1","6.25",".1",".5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,21.2,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Coffee"
"2307","51A","COFFEE FRESH STRONG INFUSION","F","100","Grams"," ","1"," ","1","0","0","0","0","3","3","0","0","3","0","0","0",".01","0","0",".1","0","0","0","0","1","120","0","0","0","0","10","0","0","1","6.25",".1",".9","0","0","8","0","0","0",".01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.8",".1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,21.2,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Coffee"
"2308","51A","COFFEE INSTANT POWDER OR GRANULES","F","100","Grams"," ","131"," ","1","0","0","0","0","67","140","11","0","65","0","0","0",".62","0","0","4.6","11","0","0","0","0","3780","100","424","0","0","330","6.5","0","81","6.25","4.6","27.7","0","0","310","0","14.6","0",".21","0","9","4.5","6.5",".04","0","2.3","6.5","0","0","0","0","0","0","0","3.2","1.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,21.2,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Coffee"
"2309","50A","DRINKING CHOCOLATE DRY WEIGHT","F","100","Grams","Updated based on 4 products and 4 brands 16.06.11 RS","12","mw6 1096 updated 26/04/05. Protein, CHO, energy and fibre updated 16.06.11 RS_x000D_-","1","0","0","0","0","9","39","82.7","0","107","1.81",".02",".28","3.69","4.8","5.8","3.5","7","0","0","0","165","495","387","1642","0","0","132","0","1","228","5.3","3.5","1.8","82.7","2.2","193",".3","6.2","0",".06","3.41","5","0","80.5",".02","0","1.2","82.7","0","0",".4","0","0","0",".4","2.1","5.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,933.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Other drinks"
"2310","50A","HORLICKS ORIGINAL POWDER","F","100","Grams","NDNS Yr 2 - manufacturers data","9","mw6 1101 updated 26/04/05. Vitamin E, B6, biotin, pantothenic acid, zinc, iron, calcium) _x000D_-Updated NDNS RP yr 2 RS 04.06.09 (macronutrients & fortificants). Amended name to 'Original'","1","0","0","0","0","120","1852","75.9","14","770","1.16",".03",".08",".2","3.8","3.1","9.7","160","0","3.5","0","32","686","355","1510","7.1","29.6","39","7.1","0","500","6.25","9.7","14.4","39.1","0","300","4.8","10.6","640","1.3","1.7","4","29.7","6","1.1","0","1.7","46.2","0","640",".8","1.6","48","4","8","4.5","11.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,123.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Other drinks"
"2311","50A","MILK SHAKE POWDER","F","100","Grams","Looked at for RP yr 5 p2 not updated NP 06/06/2013","14","Looked at 6 products, 2 brands for RP yr 5 p2 not updated NP 06/06/2013","1","0","0","0","0","2","8","98.3","0","27",".5","0",".06",".1","0","1.6","2","4","0",".1","0","32","150","388","1654",".2","2.8","27",".2",".02","20","6.25","2",".5","98.1","0","53",".3","1.3","0",".02",".93","14","0","95.2",".02","0",".2","98.3",".02","0","0","0","0","0",".2",".5",".4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,123.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Other drinks"
"2312","50A","MILK SHAKE SYRUP","F","100","Grams"," ","14"," ","1","0","0","0","0","0","7","35.5","0","61","0","0","0","0","0","0",".2","0","0","0","0","3","21","133","568",".1","1","4",".1",".02","54","6.25",".2",".1","35.4","0","4","0","0","0",".01","0","0","0","34.4","0","0","0","35.5","0","0","0","0","0","0","0","60.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,123.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Other drinks"
"2313","50A","OVALTINE ORIGINAL DRY WEIGHT NOT INSTANT NOT LOW FAT","F","100","Grams","NDNS yr 2 updated manufacturers data","10","mw6 1105 updated 25/04/05. _x000D_-Updated NDNS RP yr 2 RS 04.06.09 (macronutrients & fortificants). Amended name to 'Original'. Code updated using manufacturers data 24.02.2014 NZ","1","0","0","0","0","50","800","85.5","10","100",".4","0",".04","1","3.2","1.9","14","200",".5","2.9","0","32","156","368","1567","24.4","21.4","375","2","0","100","6.25","14","16","48.7","0","400","6","7.3","800","1.4","1.4","4","34.8","1.5","1.1","0","1.2","50.7",".06","800","2.5","1.4","80","0","12","6.9","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,123.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Other drinks"
"2314","51B","TEA STRONG INFUSION","F","100","Grams"," ","1"," ","1","0","0","0","0","0","0","0","0","1","0","0","0",".01","0","0","0","5","0","0","0","1","35","0","0","0","0","2","0",".14","0","6.25","0","0","0","0","3",".1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,8.4,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Tea"
"2315","51B","TEA WEAK INFUSION","F","100","Grams"," ","1"," ","1","0","0","0","0","0","0","0","0","1","0","0","0",".01","0","0","0","1","0","0","0","1","18","0","0","0","0","1","0",".07","0","6.25","0","0","0","0","1","0","0","0",".01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,8.4,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Tea"
"2316","51B","TEA INSTANT DRY WEIGHT","F","100","Grams"," ","44"," ","1","0","0","0","0","1","2","81.7","0","59","0","0","0","0","0","0",".1","4","0","0","0","10","170","306","1307","0","0","7","0",".07","200","6.25",".1",".3","81.7","0","11",".1","0","0",".04","0","0","0","81.7",".01","0","0","81.7","0","0","0","0","175","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,8.4,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Tea"
"2317","45R","APPLE JUICE UNSWEETENED CANNED","F","100","Grams"," ","1","NDNS RP Yr 1 update GH. Amended water, CHO, energy and sugars.","1","0","0","0","0","0","6","12","0","1",".01",".01",".04","0","0",".1",".3","0","7.1","2.8","0","0","107","46","197","0","0","5","0",".08","2","6.25",".3",".1","12","0","6","0",".1","0","0",".02","0","0","2.1","0","0","0","12","0","0","0","0","3","0","0","87.8","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"2318","45R","APPLE JUICE UNSWEETENED CARTONS PASTEURISED","F","100","Grams"," ","1"," ","1","0","0","0","0","1","7","9.9","0","3",".01",".01",".04","0","0",".1",".1","4","6.3","2.6","0","0","110","38","164","0","0","5","0","0","2","6.25",".1",".1","9.9","0","6","0",".1","0",".01",".02","0","0","1.1",".01","0","0","9.9","0","0","0","0","11","0","0","88","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"2319","45R","APPLE JUICE UNSWEETENED UHT","F","100","Grams","Updated Y6 P2 Based on sample 59 F+V analytical survey 05/08/2014 JM","1","Updated for NDNS RP Yr 6 P2 05/08/2014 JM","1","0","0","0","0","1","6","9.7","0","64","0","0","0",".01","0","0",".1","1","5.5","2.4","0","0","89","37","157","0","0","4","0",".03","3","6.25",".1",".2","9.7","0","6",".1",".1","0",".02","0","0","0","1.8",".05","0","0","9.7","0","0","0",".1","25.5","0","0","86.6","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"2320","57B","APPLE JUICE DRINK CARBONATED NOT LOW CAL NOT CANNE","R","100","Grams"," ","1"," ","1","0","0","0","0","0","7","2.2","0","3","0","0","0","0","0","0","0","1",".5",".5","0","0","27","8","35","0","0","7","0","0","0","6.25","0","0","2.2","0","2","0","0","0","0","0","0","0","1.1","0","0","0","2.2","0","0","0","0","0","0","0","97.8","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Soft drinks, bottled water"
"2321","57B","LEMONADE CANNED NOT LOW CALORIE NOT 7 UP OR SPRITE","F","100","Grams","Original data as misc fds 179_x000D_-Reviewed for NDNS Yr 2 update - no change (SKD) 10/06/09. NDNS Yr3 update based on 8 products, 6 brands VK 22.6.10","1","NDNS RP Yr 1 update GH. Amended title. NDND Yr3 update (CHO profile and energy) VK 22.6.10","1","0","0","0","0","0","5","8.3","0","2","0","0","0","0","0","0","0","0","2","2.2","0","0","2","31","133","0",".2","1","0","0","7","6.25","0","0","8.3","0","0","0","0","0","0","0","0","0","4","0","0","0","8.3","0","0","0","0","0","0","0","95","0","0","0","10.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,28.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Soft drinks, bottled water"
"2322","57B","LEMONADE NOT LOW CALORIE NOT CANNED","R","100","Grams"," ","1"," ","1","0","0","0","0","0","5","8.3","0","2","0","0","0","0","0","0","0","0","2","2.2","0","0","2","31","133","0",".2","1","0","0","7","6.25","0","0","8.3","0","0","0","0","0","0","0","0","0","4","0","0","0","8.3","0","0","0","0","0","0","0","95","0","0","0","7.98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,28.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Soft drinks, bottled water"
"2325","45R","GRAPE JUICE CARBONATED GRAPE JUICE NOT CANNED","F","100","Grams"," ","1","NDNS RP Yr 1 update GH. Amended water, fats, CHO, energy, sugars.","1","0","0","0","0","1","19","12.9","0","6","0","0","0","0","0","0",".9","1","6.8","6","0","1","55","48","206","0","0","7","0",".1","7","6.25",".9",".1","12.9","0","14","0","0","0",".01","0","1","0","0","0","0","0","12.9","0","0","0","0","0","0","0","87.1",".1","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"2326","45R","GRAPEFRUIT JUICE SWEETENED CANNED","F","100","Grams"," ","1"," ","1","0","0","1","0","1","14","9.7","0","4",".02",".01",".03",".01","0",".1",".2","5","3.7","3.7","0","1","100","39","167","0","0","8","0",".2","7","6.25",".2",".2","9.7","0","11",".1",".5","0",".01",".02","1","0","2.2",".04","1",".1","9.7","0","0","0","0","32","0",".2","87.3","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"2327","45R","GRAPEFRUIT JUICE SWEETENED BOTTLED","F","100","Grams"," ","1"," ","1","0","0","1","0","1","14","9.7","0","4",".02",".01",".03",".01","0",".1",".2","6","3.7","3.7","0","1","100","39","167","0","0","8","0",".2","7","6.25",".2",".2","9.7","0","11",".1",".5","0",".01",".02","1","0","2.2",".04","1",".1","9.7","0","0","0","0","29","0",".2","87.3","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"2328","45R","GRAPEFRUIT JUICE UNSWEETENED CANNED","F","100","Grams"," ","1"," ","1","0","0","1","0","1","14","9","0","4",".02",".01",".03","0","0",".1",".2","5","4.2","4.2","0","1","100","36","155","0","0","8","0",".16","7","6.25",".2",".2","9","0","11",".1",".4","0",".01",".02","1","0",".5",".04","1",".1","9","0","0","0","0","32","0",".2","89.8","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"2329","45R","GRAPEFRUIT JUICE UNSWEETENED PASTEURISED","F","100","Grams"," ","1"," ","1","0","0","1","0","1","14","7.3","0","4",".02",".01",".03","0","0",".1",".2","7","2.4","2.3","0","1","100","30","127","0","0","8","0",".16","7","6.25",".2",".2","7.3","0","11",".1",".4","0",".01",".02","1","0","2.6",".04","1",".1","7.3","0","0","0","0","32","0",".2","90.2","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"2330","45R","GRAPEFRUIT JUICE UNSWEETENED UHT","F","100","Grams"," ","1"," ","1","0","0","1","0","1","14","9.1","0","4",".02",".01",".03","0","0",".1",".2","6","3.2","2.2","0","1","100","37","156","0","0","8","0",".16","7","6.25",".2",".2","9.1","0","11",".1",".4","0",".01",".02","1","0","3.8",".04","1",".1","9.1","0","0","0",".2","30","0",".2","88.2","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"2331","57A","LIME JUICE CORDIAL CONCENTRATED","F","100","Grams","Original data based on misc foods 200_x000D_-Reviewed for NDNS Yr 2 update - no change (SKD) 10/06/09","5"," ","1","0","0","0","0","0","9","22.1","0","4","0","0","0",".07","0","0","0","0","8.1","8.5","0","0","49","83","354","0","1.1","4","0","0","8","6.25","0","0","22.1","0","5","0",".1","0","0","0","0","0","4.4","0","0","0","22.1","0","0","0","0","0","0","0","78","0","0","0","28.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Soft drinks, bottled water"
"2334","45R","ORANGE JUICE SWEETENED CANNED","F","100","Grams"," ","1"," ","1","2","0","5","21","1","10","12.8","0","9",".02",".01",".03","0",".1",".1",".2","19","3.7","3.5","0","2","150","52","220","0","0","8","0",".06","10","6.25",".2",".3","12.8","0","13",".1",".7","0",".02",".02","1","0","5.7",".08","17",".1","12.8","0","3","0",".1","35","0",".2","85.8","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"2335","45R","ORANGE JUICE SWEETENED BOTTLED","F","100","Grams"," ","1"," ","1","2","0","5","21","1","10","12.8","0","9",".02",".01",".03","0",".1",".1",".2","16","3.7","3.5","0","2","150","52","220","0","0","8","0",".06","10","6.25",".2",".3","12.8","0","13",".1",".7","0",".02",".02","1","0","5.7",".08","17",".1","12.8","0","3","0",".1","37","0",".2","85.8","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"2336","45R","ORANGE JUICE UNSWEETENED CANNED","F","100","Grams"," ","1"," ","1","2","0","5","21","1","10","9.1","0","9",".02",".01",".03","0",".1",".1",".2","19","3.9","3.8","0","2","150","37","158","0","0","8","0",".06","10","6.25",".2",".3","9.1","0","13",".1",".5","0",".02",".02","1","0","1.5",".08","17",".1","9.1","0","3","0",".1","35","0",".2","88.6","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"2337","45R","ORANGE JUICE UNSWEETENED PASTURISED","F","100","Grams","Updated for RP yr 6 p2 based on F&V analytical survey composite sample 57  04/08/2014 JM","1","NDNS RP Yr 6 Phase 2: Updated 04/08/2014 JM","1","2","0","16","48","1","8","8.6","0","65","0","0","0",".03",".2","0",".1","22","2.4","2","0","1","158","36","153","0","0","9","0",".02","1","6.25",".1",".4","8.6","0","15",".2",".9","0",".02","0","0","0","4.2",".28","40",".1","8.6","0","7","0",".1","39.7","0",".2","87.7","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,104.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Fruit, fruit juice"
"2338","45R","ORANGE JUICE UNSWEETENED AMBIENT / UHT","F","100","Grams","Updated for RP yr 6 p2 based on F&V analytical survey composite sample 58","1","NDNS RP Yr 6 Phase 2: Updated 05/08/2014 JM","1","0","0","16","48","1","12","8.5","0","70","0","0","0",".03",".2","0",".1","32","2.4","2","0","1","164","34","146","0","0","10","0",".03","3","6.25",".1",".4","8.5","0","16",".2",".6","0",".02","0","0","0","4.1",".33","40",".1","8.5","0","7","0","0","31.2","0",".2","89.4",".1","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,78.6,"Average of CO2e values for Bananas  from From Clune et al 2017, multiplied by1","Fruit, fruit juice"
