FoodNumber,FoodName,CO2e,CO2eRef
1520,"SALMON STEAMED NO BONES",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1521,"SALMON STEAMED WEIGHED WITH BONE",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1522,"SALMON, SMOKED, COLD SMOKED ONLY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1523,"SARDINES BRISLING SLID CANNED IN OIL, FISH ONLY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1524,"SARDINES CANNED IN OIL FISH AND OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1525,"SARDINES BRISLING SILD CANNED IN TOMATO SAUCE",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1526,"SPRATS FRIED IN BLENDED OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1527,"SPRATS COATED FRIED IN DRIPPING",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1528,"SPRATS FRIED IN LARD",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1529,"SPRATS FRIED IN PUFA OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1530,"TROUT STEAMED FISH ONLY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1531,"TROUT STEAMED WEIGHED WITH BONES",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1532,"TUNA IN OIL FISH AND OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1533,"TUNA CANNED IN SUNFLOWER OIL FISH ONLY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1534,"TUNA CANNED IN BRINE FISH ONLY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1535,"WHITEBAIT COATED FRIED IN BLENDED OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1536,"WHITEBAIT COATED FLOUR FRIED IN DRIPPING",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1537,"WHITEBAIT COATED FLOUR FRIED LARD",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1538,"WHITEBAIT COATED FRIED IN PUFA OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1539,"DOGFISH BATTERED FRIED BLENDED OIL NO BONES",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1540,"DOGFISH BATTERED FRIED IN DRIPPING NO BONES",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1541,"DOGFISH BATTERED NO BONES FRIED IN LARD",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1542,"DOGFISH BATTERED NO BONES FRIED IN PUFA OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1543,"DOGFISH BATTERED NO BONES FRIED COMMERCIAL OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1544,"DOGFISH BATTERED WITH BONES FRIED BLENDED OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1545,"DOGFISH BATTERED WITH BONES FRIED IN LARD",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1546,"DOGFISH BATTERED WITH BONES FRIED IN DRIPPING",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1547,"DOGFISH BATTERED WITH BONES FRIED IN PUFA OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1548,"DOGFISH BATTERED WITH BONES FRIED COMMERCIAL OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1549,"SKATE NOBONES FRIED BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1550,"SKATE FRIED IN BUTTER WITH BONES",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1551,"SKATE WITH BONES IN BATTER FRIED BLENDED VEG OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1552,"SKATE WITH BONES IN BATTER FRIED IN LARD",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1553,"SKATE WITH BONES IN BATTER FRIED IN DRIPPING",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1554,"SKATE WITH BONES IN BATTER FRIED IN PUFA OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1555,"SKATE WITH BONES IN BATTER FRIED COMMERCIAL OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1556,"SKATE IN BATTER NOBONE BLENDED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1557,"SKATE BATTER NOBONES FRY LARD",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1558,"SKATE BATTER NOBONE DRIPPING",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1559,"SKATE BATTER NOBONES FRY PUFA",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1560,"SKATE BATTER NOBONES FRY COMM",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1561,"CRAB BOILED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1562,"CRAB WEIGHED WITH SHELL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1563,"CRAB CANNED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1564,"COCKLES BOILED WITHOUT SHELLS",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1565,"LOBSTER BOILED FLESH ONLY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1566,"LOBSTER BOILED WEIGHED WITH SHELL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1567,"MUSSELS RAW",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1568,"MUSSELS BOILED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1569,"MUSSELS BOILED WEIGHED WITH SHELL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1570,"OCTOPUS RAW",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1571,"OYSTERS RAW",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1572,"OYSTERS RAW WEIGHED WITH SHELL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1573,"PRAWNS BOILED FLESH ONLY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1574,"PRAWNS BOILED WEIGHED WITH SHELLS",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1575,"PRAWNS CANNED DRAINED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1576,"SCALLOPS STEAMED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1577,"SHRIMPS POTTED IN BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1578,"SHRIMPS BOILED FLESH ONLY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1579,"SHRIMPS BOILED WEIGHED WITH SHELLS",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1580,"SHRIMPS CANNED IN BRINE FISH ONLY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1581,"SCAMPI COATED FRIED BLENDED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1583,"SCAMPI COATED FRIED IN LARD",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1584,"SCAMPI COATED FRIED PUFA OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1585,"SQUID FRESH RAW",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1586,"SQUID FROZEN RAW",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1587,"SQUID DRIED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1588,"WHELKS BOILED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1589,"WHELKS BOILED WEIGHED WITH SHELLS",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1590,"WINKLES BOILED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1591,"WINKLES BOILED WEIGHED WITH SHELLS",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1592,"ABALONE CANNED FISH ONLY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1593,"ANCHOVIES, CANNED, FISH ONLY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1594,"CAVIAR",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1595,"CHINESE FISH BALLS STEAMED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1596,"CLAMS CANNED SEASONED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1597,"CURRIED WHITE FISH",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1598,"CURRIED OILY FISH",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1599,"CUTTLEFISH RAW",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1600,"MCDONALDS FILET O FISH (FISH IN A BUN)",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1601,"WHITE FISH IN CHEESE SAUCE",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1602,"FISH IN BUN TAKEAWAY (NOT MCDONALDS)",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1603,"FISH PASTE NOT SMOKED MACKEREL OR SMOKED TROUT PATE",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1604,"FISH PIE",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1605,"FISH PIE 1 CRUST FLAKY PASTRY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1606,"FISHCAKES, WHITE FISH, COATED IN BREADCRUMBS BAKED/GRILLED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1607,"FISHCAKES FRIED BLENDED OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1609,"FISHCAKES FRIED IN LARD",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1610,"FISHCAKES FRIED IN PUFA OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1611,"FISHCAKES BATTER FRY BLENDED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1613,"FISHCAKES BATTER FRIED IN LARD",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1614,"FISHCAKES BATTER FRIED PUFA",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1615,"FISH FINGERS GRILLED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1616,"FISH FINGERS FRIED IN BLENDED OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1618,"FISH FINGERS FRIED IN LARD",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1619,"FISH FINGERS FRIED IN PUFA OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1620,"KEDGEREE",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1621,"PRAWN CHOP SUEY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1622,"ROE COD HARD RAW",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1623,"ROE COD HARD BATTERED BLENDED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1625,"ROE COD HARD BATTERED FRY LARD",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1626,"ROE COD HARD BATTERED FRY PUFA",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1627,"ROE HERRING SOFT RAW",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1628,"ROE HERRING SOFT FRY BLENDED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1629,"ROE HERRING SOFT FRY IN BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1631,"ROE HERRING SOFT FRIED IN LARD",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1632,"ROE HERRING SOFT FRIED HARD MARGARINE",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1633,"ROE HERRING SOFT FRIED PUFA",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1634,"TARAMASALATA",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1636,"FISHCAKE BATTER FRY COMM OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1637,"COD IN BATTER FROZEN BAKED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1638,"FISH IN SAUCE",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1639,"SMOKED MACKEREL PATE",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1640,"ROE COD HARD BATTER FRY COMM",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1641,"PRAWN BIRYANI",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1642,"PRAWN CHOW MEIN",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1643,"PRAWN CURRY TAKEAWAY NO RICE",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1644,"MACKEREL UNSMOKED BAKED/GRILLED NO BONES NO BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1645,"MACKEREL UNSMOKED BAKED/GRILLED WITH BONES NO BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1646,"PRAWN CURRY CREAM/COCONUT SAUC",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1647,"MACKEREL SMOKED NOT CANNED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1648,"FISHCAKES FROZEN",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1649,"FISH FINGERS FROZEN UNCOOKED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
1651,"ACKEE-CANNED DRAINED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
1652,"ARTICHOKE GLOBE BOILED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
1653,"ARTICHOKE GLOBE BOILED WEIGHT AS SERVED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
1654,"ARTICHOKE JERUSALEM BOILED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
1655,"ASPARAGUS SOFT TIPS, BOILED IN SALTED WATER", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
1656,"ASPARAGUS BOILED WEIGHT AS SERVED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
1657,"ASPARAGUS CANNED DRAINED WEIGHT", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
1658,"AUBERGINE RAW",  229,"Average of CO2e values for Tomatoes (G) from From Clune et al 2017, multiplied by1"
1659,"AUBERGINE FRIED IN BLENDED OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
1660,"AUBERGINE FRIED IN PUFA OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
1661,"BAMBOO SHOOTS CANNED DRAINED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
1662,"BEANS BAKED CANNED", 57.8,"Average of CO2e values for Soybean from From Clune et al 2017, multiplied by1"
1663,"BALOR BEANS RAW",  229,"Average of CO2e values for Tomatoes (G) from From Clune et al 2017, multiplied by1"
1664,"BALOR BEANS CANNED DRAINED WEIGHT", 57.8,"Average of CO2e values for Soybean from From Clune et al 2017, multiplied by1"
1665,"BROAD BEANS DRIED RAW", 57.8,"Average of CO2e values for Soybean from From Clune et al 2017, multiplied by1"
1666,"BROAD BEANS FRESH BOILED", 57.8,"Average of CO2e values for Soybean from From Clune et al 2017, multiplied by1"
1668,"BROAD BEANS FROZEN BOILED", 57.8,"Average of CO2e values for Soybean from From Clune et al 2017, multiplied by1"
1669,"BUTTER BEANS, CANNED, DRAINED WEIGHT", 57.8,"Average of CO2e values for Soybean from From Clune et al 2017, multiplied by1"
1670,"BUTTER BEANS DRIED BOILED", 57.8,"Average of CO2e values for Soybean from From Clune et al 2017, multiplied by1"
1671,"FRENCH BEANS/GREEN BEANS BOILED", 57.8,"Average of CO2e values for Soybean from From Clune et al 2017, multiplied by1"
